구분,담당부서,대수,위치,촬영범위,설치목적(공개장소일 경우에만 작성),"세부목적(청사보안, 무인계도, 산불감시 등 자세하게 작성)"
935,소백산생태탐방원,1,식당,탐방원 내부,시설안전 및 화재예방,청사보안
936,소백산생태탐방원,1,1층 로비 입구,탐방원 내부,시설안전 및 화재예방,청사보안
937,소백산생태탐방원,1,1층 야외공영장 입구,탐방원 내부,시설안전 및 화재예방,청사보안
938,소백산생태탐방원,1,1층 계단 입구,탐방원 내부,시설안전 및 화재예방,청사보안
939,소백산생태탐방원,1,1층 후문 입구,탐방원 내부,시설안전 및 화재예방,청사보안
940,소백산생태탐방원,1,2층 정문 입구,탐방원 내부,시설안전 및 화재예방,청사보안
941,소백산생태탐방원,1,2층 후문입구,탐방원 내부,시설안전 및 화재예방,청사보안
942,소백산생태탐방원,1,2층 엘리베이터 입구,탐방원 내부,시설안전 및 화재예방,청사보안
943,소백산생태탐방원,1,천문돔 내부,탐방원 내부,시설안전 및 화재예방,청사보안
944,한려해상생태탐방원,17,한려해상생태탐방원,생태탐방원 시설물 일대,시설안전 및 화재예방,"탐방원 시설 보안, 안전, 화재예방"
945,한려해상생태탐방원,5,한려해상생태탐방원,생태탐방원 시설물 일대,시설안전 및 화재예방,"탐방원 시설 보안, 안전, 화재예방"
946,한려해상생태탐방원,5,한려해상생태탐방원,생태탐방원 시설물 일대,시설안전 및 화재예방,"탐방원 시설 보안, 안전, 화재예방"
947,가야산생태탐방원,18,생태탐방원 일원,생태탐방원 일원,시설안전 및 화재예방,청사보안 및 화재예방 등 이용객 안전관리
948,무등산생태탐방원,1,엘리베이터 내부,엘리베이터 내부,시설안전 및 화재예방,청사보안 및 이용객 안전 등
949,무등산생태탐방원,1,탐방원 차량 출입구,탐방원 차량 출입구,시설안전 및 화재예방,청사보안 및 이용객 안전 등
950,무등산생태탐방원,1,주차장-1,주차장,시설안전 및 화재예방,청사보안 및 이용객 안전 등
951,무등산생태탐방원,1,주차장-2,주차장,시설안전 및 화재예방,청사보안 및 이용객 안전 등
952,무등산생태탐방원,1,본관 2층 입구,본관 2층 입구,시설안전 및 화재예방,청사보안 및 이용객 안전 등
953,무등산생태탐방원,1,2층 강의실 복도,2층 강의실 복도,시설안전 및 화재예방,청사보안 및 이용객 안전 등
954,무등산생태탐방원,1,2층 필로티공간-1,2층 필로티공간,시설안전 및 화재예방,청사보안 및 이용객 안전 등
955,무등산생태탐방원,1,2층 필로티공간-2,2층 필로티공간,시설안전 및 화재예방,청사보안 및 이용객 안전 등
956,무등산생태탐방원,1,2층 사무실 입구,2층 사무실 입구,시설안전 및 화재예방,청사보안 및 이용객 안전 등
957,무등산생태탐방원,1,2층 사무실 복도,2층 사무실 복도,시설안전 및 화재예방,청사보안 및 이용객 안전 등
958,무등산생태탐방원,1,주차장,1층 로비,시설안전 및 화재예방,청사보안 및 이용객 안전 등
959,무등산생태탐방원,1,1층 로비-2,1층 로비,시설안전 및 화재예방,청사보안 및 이용객 안전 등
960,무등산생태탐방원,1,1층 로비-3,1층 로비,시설안전 및 화재예방,청사보안 및 이용객 안전 등
961,무등산생태탐방원,1,1층 카페,1층 카페,시설안전 및 화재예방,청사보안 및 이용객 안전 등
962,무등산생태탐방원,1,1층 체험실 입구,1층 체험실 입구,시설안전 및 화재예방,청사보안 및 이용객 안전 등
963,무등산생태탐방원,1,1층 복도,1층 복도,시설안전 및 화재예방,청사보안 및 이용객 안전 등
964,무등산생태탐방원,1,숙박동 입구,숙박동 입구,시설안전 및 화재예방,청사보안 및 이용객 안전 등
965,무등산생태탐방원,1,숙박동 휴게공간-1,숙박동 휴게공간,시설안전 및 화재예방,청사보안 및 이용객 안전 등
966,무등산생태탐방원,1,숙박동 휴게공간-2,숙박동 휴게공간,시설안전 및 화재예방,청사보안 및 이용객 안전 등
967,무등산생태탐방원,1,숙박동 복도,숙박동 복도,시설안전 및 화재예방,청사보안 및 이용객 안전 등
968,무등산생태탐방원,1,3층 옥상 입구,3층 옥상 입구,시설안전 및 화재예방,청사보안 및 이용객 안전 등
969,무등산생태탐방원,1,옥상-1,옥상,시설안전 및 화재예방,청사보안 및 이용객 안전 등
970,무등산생태탐방원,1,옥상-2,옥상,시설안전 및 화재예방,청사보안 및 이용객 안전 등
971,무등산생태탐방원,1,옥상-3,옥상,시설안전 및 화재예방,청사보안 및 이용객 안전 등
972,무등산생태탐방원,1,식당,식당,시설안전 및 화재예방,청사보안 및 이용객 안전 등
973,무등산생태탐방원,1,인공암벽장,인공암벽장,시설안전 및 화재예방,청사보안 및 이용객 안전 등
974,무등산생태탐방원,1,본관 1층 입구(외부),본관 1층 입구(외부),시설안전 및 화재예방,청사보안 및 이용객 안전 등
975,무등산생태탐방원,1,숙박동 앞,숙박동 앞,시설안전 및 화재예방,청사보안 및 이용객 안전 등
976,무등산생태탐방원,1,숙박동 옆,숙박동 옆,시설안전 및 화재예방,청사보안 및 이용객 안전 등
977,무등산생태탐방원,1,숙박동 뒤,숙박동 뒤,시설안전 및 화재예방,청사보안 및 이용객 안전 등
978,무등산생태탐방원,1,1층 카페(외부),1층 카페(외부),시설안전 및 화재예방,청사보안 및 이용객 안전 등
979,무등산생태탐방원,1,야외공연장-1,야외공연장,시설안전 및 화재예방,청사보안 및 이용객 안전 등
980,무등산생태탐방원,1,숙박동 후면 주차장-1,숙박동 후면 주차장,시설안전 및 화재예방,청사보안 및 이용객 안전 등
981,무등산생태탐방원,1,야외공연장-2,야외공연장,시설안전 및 화재예방,청사보안 및 이용객 안전 등
982,무등산생태탐방원,1,숙박동 후면 주차장-2,숙박동 후면 주차장,시설안전 및 화재예방,청사보안 및 이용객 안전 등
983,무등산생태탐방원,1,숙박동 후면 주차장-3,숙박동 후면 주차장,시설안전 및 화재예방,청사보안 및 이용객 안전 등
984,내장산탐방원,24,"탐방원 내,외부 일원","탐방원 내,외부 일원",시설안전 및 화재예방,청사보안
985,내장산탐방원,5,"탐방원 내,외부 일원","탐방원 내,외부 일원",시설안전 및 화재예방,청사보안
986,소백산북부,1,을전 탐방로 입구,을전 탐방로 입구,시설안전 및 화재예방,탐방객 안전사고 및 범죄예방
987,소백산북부,1,천동 탐방로 입구,천동탐방로 입구,시설안전 및 화재예방,탐방객 안전사고 및 범죄예방
988,소백산북부,3,죽령분소,죽령분소 일원,시설안전 및 화재예방,시설안전 및 화재예방
989,소백산북부,10,남천야영장,남천야영장 일원,시설안전 및 화재예방,시설안전 및 화재예방
990,소백산북부,8,제2연화봉대피소,대피소 일원,시설안전 및 화재예방,시설안전 및 화재예방
991,소백산북부,1,양방산전망대,단양 일원,시설안전 및 화재예방,시설안전 및 화재예방
992,소백산북부,1,제2연화봉대피소,죽령지구,시설안전 및 화재예방,시설안전 및 화재예방
993,소백산북부,1,어의곡 주차장,어의곡 지구,시설안전 및 화재예방,시설안전 및 화재예방
994,소백산북부,1,사동유원지 주차장,사동리 일원,시설안전 및 화재예방,시설안전 및 화재예방
995,소백산북부,1,어의곡 탐방로 입구,어의곡 탐방로 입구,시설안전 및 화재예방,시설안전 및 화재예방
996,소백산북부,1,을전 탐방로 입구,을전 탐방로 입구,시설안전 및 화재예방,시설안전 및 화재예방
997,소백산북부,1,죽령탐방지원센터 입구,죽령탐방지원센터 입구,시설안전 및 화재예방,시설안전 및 화재예방
998,소백산북부,1,천동 탐방지원센터,천동 탐방지원센터,시설안전 및 화재예방,시설안전 및 화재예방
999,소백산북부,1,천동 탐방로 입구,천동 탐방로 입구,시설안전 및 화재예방,시설안전 및 화재예방
1000,소백산북부,1,천동 여자화장실입구,천동 여자화장실입구,범죄예방,범죄예방
1001,소백산북부,1,죽령탐방지원센터 입구,죽령탐방지원센터 입구,범죄예방,범죄예방
1002,소백산북부,1,천동 탐방로 입구,천동 탐방로 입구,범죄예방,범죄예방
1003,소백산북부,1,베틀재,베틀재,범죄예방,범죄예방
1004,소백산북부,1,을전 탐방로 입구,을전 탐방로 입구,범죄예방,범죄예방
1005,소백산북부,16,청사,청사,시설안전 및 화재예방,시설안전 및 화재예방
1006,소백산북부,4,청사 외부,청사 외부,시설안전 및 화재예방,시설안전 및 화재예방
1007,북한산도봉사무소,1,산정화장실,산정화장실 일원,범죄예방,탐방로 구간 범죄예방
1008,북한산도봉사무소,1,무수골입구,무수골입구 일원,시설안전 및 화재예방,산불감시
1009,북한산도봉사무소,1,북한산도봉사무소주차장,북한산도봉사무소주차장 일원,시설안전 및 화재예방,산불감시
1010,북한산도봉사무소,1,원도봉탐방지원센터,원도봉탐방지원센터 일원,시설안전 및 화재예방,산불감시
1011,북한산도봉사무소,1,회룡탐방지원센터,회룡탐방지원센터 일원,시설안전 및 화재예방,산불감시
1012,북한산도봉사무소,1,안골지킴터,안골지킴터 일원,범죄예방,탐방로 구간 범죄예방
1013,북한산도봉사무소,1,도봉분소,도봉분소 일원,범죄예방,탐방로 구간 범죄예방
1014,북한산도봉사무소,1,도봉탐방지원센터(상),도봉탐방지원센터(상),시설안전 및 화재예방,탐방로 구간 범죄예방
1015,북한산도봉사무소,1,도봉탐방지원센터(하),도봉탐방지원센터(하),시설안전 및 화재예방,탐방로 구간 범죄예방
1016,북한산도봉사무소,1,무수골통제소,무수골통제소 일원,범죄예방,탐방로 구간 범죄예방
1017,북한산도봉사무소,1,송추차량통제소,송추차량통제소 일원,범죄예방,탐방로 구간 범죄예방
1018,북한산도봉사무소,1,오봉탐방지원센터,오봉탐방지원센터 일원,시설안전 및 화재예방,탐방로 구간 범죄예방
1019,북한산도봉사무소,1,원각사 화장실,원각사 화장실 일원,범죄예방,탐방로 구간 범죄예방
1020,북한산도봉사무소,1,포대긴급피난처 내부 1,포대긴급피난처 내부 1,시설안전 및 화재예방,산불감시
1021,북한산도봉사무소,1,포대긴급피난처 내부 2,포대긴급피난처 내부 2,시설안전 및 화재예방,산불감시
1022,북한산도봉사무소,1,안말화장실,안말화장실 일원,범죄예방,탐방로 구간 범죄예방
1023,북한산도봉사무소,1,망월사화장실,망월사화장실 일원,범죄예방,탐방로 구간 범죄예방
1024,북한산도봉사무소,1,도봉대피소화장실,도봉대피소화장실 일원,범죄예방,탐방로 구간 범죄예방
1025,북한산도봉사무소,1,범골지킴터,범골지킴터 일원,시설안전 및 화재예방,탐방로 구간 범죄예방
1026,북한산도봉사무소,1,다락원지킴터,다락원지킴터 일원,시설안전 및 화재예방,탐방로 구간 범죄예방
1027,북한산도봉사무소,1,교현탐방지원센터,교현탐방지원센터 일원,시설안전 및 화재예방,탐방로 구간 범죄예방
1028,북한산도봉사무소,1,선인산악훈련장,선인봉 및 선인산악훈련장 일원,시설안전 및 화재예방,산불감시
1029,북한산도봉사무소,1,송추주차장 1,송추 주차장 입구 및 송추계곡입구,시설안전 및 화재예방,주차장 사고 예방
1030,북한산도봉사무소,1,송추주차장 2,송추 주차장 입구 및 송추계곡입구,시설안전 및 화재예방,주차장 사고 예방
1031,북한산도봉사무소,1,우이령 정상,우이령 일원,시설안전 및 화재예방,산불감시
1032,북한산도봉사무소,1,서원터,서원터 일원,시설안전 및 화재예방,산불감시
1033,북한산도봉사무소,1,윗무수골통제소,윗무수골통제소 일원,시설안전 및 화재예방,탐방로 구간 범죄예방
1034,북한산도봉사무소,1,도봉 소공원화장실,도봉 소공원화장실 일원,범죄예방,자원모니터링
1035,북한산도봉사무소,1,범골지킴터,범골지킴터 일원,범죄예방,자원모니터링
1036,북한산도봉사무소,1,다락원지킴터,다락원지킴터 일원,범죄예방,자원모니터링
1037,북한산도봉사무소,1,우이령 정상,우이령 정상 일원,범죄예방,자원모니터링
1038,북한산도봉사무소,1,보루길,보루길 일원,범죄예방,자원모니터링
1039,북한산도봉사무소,1,송추 석굴암,송추 석굴암 일원,범죄예방,자원모니터링
1040,북한산도봉사무소,1,북한산도봉사무소 내부,사무소 입구,시설안전 및 화재예방,청사보안
1041,북한산도봉사무소,6,송추분소,분소입구 및 내부,시설안전 및 화재예방,청사보안
1042,북한산도봉사무소,12,"송추1,2 주차장",송추주차장 일원,시설안전 및 화재예방,주차장 사고 예방
1043,북한산도봉사무소,4,도봉분소사무실 내부,분소입구 및 내부,시설안전 및 화재예방,청사보안
1044,북한산도봉사무소,5,선인대피소,선인대피소 일원,시설안전 및 화재예방,산불감시
1045,북한산도봉사무소,1,송추계곡,송추계곡,시설안전 및 화재예방,탐방로 구간 범죄예방
1046,가야산사무소,1,용문폭포,용문폭포 일원,시설안전 및 화재예방,"무인계도, 감시"
1047,가야산사무소,1,낙화담,낙화담 일원,시설안전 및 화재예방,"무인계도, 감시"
1048,가야산사무소,1,칠성대,칠성대 일원,시설안전 및 화재예방,"무인계도, 감시"
1049,가야산사무소,1,상왕봉 아래,한라송이풀 특별보호구역 입구,범죄예방,멸종위기종 보호
1050,한려동부사무소,12,연화주차장,연화주차장 일대,시설안전 및 화재예방,산불감시
1051,한려동부사무소,11,학동자동차야영장,학동자동차야영장 일대,시설안전 및 화재예방,산불감시
1052,한려동부사무소,1,비진도 공중화장실,비진도 공중화장실 일대,범죄예방,산불감시
1053,한려동부사무소,1,산양분소,산양분소 일대,시설안전 및 화재예방,산불감시
1054,한려동부사무소,2,거제분소,거제분소 일대,시설안전 및 화재예방,산불감시
1055,한려동부사무소,2,한산분소,한산분소 일대,시설안전 및 화재예방,산불감시
1056,한려동부사무소,3,한려해상동부사무소,본사무소 일대,시설안전 및 화재예방,산불감시
1057,한려동부사무소,1,달아공원 현수막 게시대 옆,달아공원 일대,범죄예방,산불감시
1058,한려동부사무소,1,연대도 마을회관,연대도 마을회관 일대,범죄예방,산불감시
1059,한려동부사무소,2,한산도 덮을개,한산도 덮을개 일대,범죄예방,산불감시
1060,한려동부사무소,1,"바다백리길(산호길, 미인전망대)","산호길, 미인전망대 일원",범죄예방,무인계도
1061,한려동부사무소,1,"바다백리길(해품길, 장군봉)","해품길, 장군봉 일원",범죄예방,무인계도
1062,한려동부사무소,1,"바다백리길(등대길, 소매물도 쉼터)","등대길, 소매물도 쉼터 일원",범죄예방,무인계도
1063,한려동부사무소,1,"바다백리길(산호길, 선유봉)","산호길, 선유봉 일원",범죄예방,무인계도
1064,한려동부사무소,1,해안선 출입금지구역 송도,해안선 출입금지구역 송도,범죄예방,무인계도
1065,한려동부사무소,1,해안선 출입금지구역 송도,해안선 출입금지구역 송도,범죄예방,무인계도
1066,한려동부사무소,1,학동몽돌해변,학동몽돌해변 일대,범죄예방,산불감시
1067,한려동부사무소,1,소고포 탐방로 입구,소고포 탐방로 입구 일대,범죄예방,산불감시
1068,한려동부사무소,1,저구삼거리(망산),저구삼거리(망산) 일대,범죄예방,산불감시
1069,한려동부사무소,1,명사 탐방로입구,명사 탐방로입구 일대,범죄예방,산불감시
1070,한려동부사무소,1,홍포마을 탐방로 입구,홍포마을 탐방로 입구 일대,범죄예방,산불감시
1071,한려동부사무소,1,저구삼거리(가라산),저구삼거리(가라산) 일대,범죄예방,산불감시
1072,한려동부사무소,1,학동고개,학동고개 일대,범죄예방,산불감시
1073,한려동부사무소,1,학동마을 위,학동마을 위 일대,범죄예방,산불감시
1074,한려동부사무소,1,내촐 탐방로 입구,내촐 탐방로 입구 일대,범죄예방,산불감시
1075,한려동부사무소,1,망치마을,망치마을 일대,범죄예방,산불감시
1076,한려동부사무소,1,구조라마을,구조라마을 일대,범죄예방,산불감시
1077,한려동부사무소,1,망양마을,망양마을 일대,범죄예방,산불감시
1078,한려동부사무소,1,동부정수장 1,동부정수장 1 일대,범죄예방,산불감시
1079,한려동부사무소,1,동부정수장 2,동부정수장 2 일대,범죄예방,산불감시
1080,한려동부사무소,1,U2기지초입부,U2기지초입부 일대,범죄예방,산불감시
1081,한려동부사무소,1,예구마을,예구마을 일대,범죄예방,산불감시
1082,한려동부사무소,1,일운마을위,일운마을위 일대,범죄예방,산불감시
1083,한려동부사무소,1,공고지 입구,공고지 입구 일대,범죄예방,산불감시
1084,한려동부사무소,1,바람의 언덕,바람의 언덕 일대,범죄예방,산불감시
1085,한려동부사무소,1,달아공원 화장실,달아공원 화장실 일대,범죄예방,산불감시
1086,한려동부사무소,1,비진도마을화장실,비진도마을화장실 일대,범죄예방,산불감시
1087,한려동부사무소,1,구조라입구화장실,구조라입구화장실 일대,범죄예방,산불감시
1088,한려동부사무소,1,구조라중앙화장실,구조라중앙화장실 일대,범죄예방,산불감시
1089,한려동부사무소,1,학동중앙화장실(숙소),학동중앙화장실(숙소) 일대,범죄예방,산불감시
1090,한려동부사무소,1,학동솔밭화장실(서편),학동솔밭화장실(서편) 일대,범죄예방,산불감시
1091,한려동부사무소,1,구망 화장실,구망 화장실 일대,범죄예방,산불감시
1092,한려동부사무소,1,비진도 화장실,비진도 화장실 일대,범죄예방,산불감시
1093,한려동부사무소,1,도장포화장실,도장포화장실 일대,범죄예방,산불감시
1094,한려동부사무소,1,함목 화장실,함목 화장실 일대,범죄예방,산불감시
1095,한려동부사무소,1,해금강 화장실,해금강 화장실 일대,범죄예방,산불감시
1096,한려동부사무소,1,학동주차장 화장실(몽돌),학동주차장 화장실(몽돌) 일대,범죄예방,산불감시
1097,한려동부사무소,1,한산도 화장실,한산도 화장실 일대,범죄예방,산불감시
1098,한려동부사무소,1,학동야영장 화장실/샤워장(철콘),학동야영장 화장실/샤워장(철콘) 일대,범죄예방,산불감시
1099,한려동부사무소,1,학동야영장 화장실/샤워장(모바일),학동야영장 화장실/샤워장(모바일) 일대,범죄예방,산불감시
1100,한려동부사무소,1,지심도 공중 화장실,지심도 공중 화장실 일대,범죄예방,산불감시
1101,한려동부사무소,1,추원해변,추원해변 일대,시설안전 및 화재예방,산불감시
1102,한려동부사무소,1,봉암해변,봉암해변 일대,시설안전 및 화재예방,산불감시
1103,한려동부사무소,1,비진도센터 앞,비진도센터 일대,시설안전 및 화재예방,산불감시
1104,한려동부사무소,1,만지도탐방로입구,만지도탐방로 일대,시설안전 및 화재예방,산불감시
1105,한려동부사무소,1,함목해변,함목해변 일대,시설안전 및 화재예방,산불감시
1106,한려동부사무소,1,북병산 통신탑,북병산 일대,시설안전 및 화재예방,산불감시
1107,한려동부사무소,1,산양읍 문어포,문어포 일대,시설안전 및 화재예방,산불감시
1108,한려동부사무소,1,산양읍 신전리,신전리 일대,시설안전 및 화재예방,산불감시
1109,한려동부사무소,1,달아공원,달아공원 일대,시설안전 및 화재예방,산불감시
1110,내장산사무소,7,내장주차장 내 차량 이동구간,내장주차장 내 차량 이동구간,시설안전 및 화재예방,시설안전 및 화재예방
1111,내장산사무소,7,봉룡주차장 내 차량 이동구간,봉룡주차장 내 차량 이동구간,시설안전 및 화재예방,시설안전 및 화재예방
1112,내장산사무소,4,야영장주차장 내 차량 이동구간,야영장주차장 내 차량 이동구간,시설안전 및 화재예방,시설안전 및 화재예방
1113,내장산사무소,3,생태공원 및 네이처센터 내,생태공원 및 네이처센터 내,시설안전 및 화재예방,시설안전 및 화재예방
1114,내장산사무소,1,"만화, 등천리 일원","만화, 등천리 일원",시설안전 및 화재예방,시설안전 및 화재예방
1115,내장산사무소,1,"대가, 신선봉 일원","대가, 신선봉 일원",시설안전 및 화재예방,시설안전 및 화재예방
1116,내장산사무소,4,야영장 영지 내,야영장 영지 내,범죄예방,범죄예방
1117,내장산사무소,4,사무소 출입문,사무소 출입문,범죄예방,범죄예방
1118,내장산사무소,1,탐방로,탐방로,시설안전 및 화재예방,시설안전 및 화재예방
1119,내장산사무소,1,탐방로,탐방로,시설안전 및 화재예방,시설안전 및 화재예방
1120,내장산사무소,1,탐방로,탐방로,시설안전 및 화재예방,시설안전 및 화재예방
1121,내장산사무소,1,탐방로,탐방로,시설안전 및 화재예방,시설안전 및 화재예방
1122,내장산사무소,1,탐방로,탐방로,시설안전 및 화재예방,시설안전 및 화재예방
1123,내장산사무소,1,화장실,화장실,시설안전 및 화재예방,시설안전 및 화재예방
1124,내장산사무소,1,화장실,화장실,시설안전 및 화재예방,시설안전 및 화재예방
1125,내장산사무소,1,화장실,화장실,시설안전 및 화재예방,시설안전 및 화재예방
1126,내장산사무소,1,화장실,화장실,시설안전 및 화재예방,시설안전 및 화재예방
1127,내장산사무소,1,화장실,화장실,시설안전 및 화재예방,시설안전 및 화재예방
1128,내장산사무소,1,화장실,화장실,시설안전 및 화재예방,시설안전 및 화재예방
1129,내장산사무소,1,화장실,화장실,시설안전 및 화재예방,시설안전 및 화재예방
1130,내장산사무소,1,화장실,화장실,시설안전 및 화재예방,시설안전 및 화재예방
1131,내장산사무소,1,화장실,화장실,시설안전 및 화재예방,시설안전 및 화재예방
1132,내장산사무소,1,화장실,화장실,시설안전 및 화재예방,시설안전 및 화재예방
1133,내장산사무소,1,화장실,화장실,시설안전 및 화재예방,시설안전 및 화재예방
1134,내장산사무소,1,불출봉능선 일대,불출봉능선 일대,범죄예방,범죄예방
1135,내장산사무소,1,내장호 후문 일대,내장호 후문 일대,범죄예방,범죄예방
1136,내장산사무소,2,봉룡주차장 내 차량 이동구간,봉룡주차장 내 차량 이동구간,시설안전 및 화재예방,시설안전 및 화재예방
1137,내장산사무소,2,야영장주차장 내 차량 이동구간,야영장주차장 내 차량 이동구간,시설안전 및 화재예방,시설안전 및 화재예방
1138,내장산사무소,9,내장산사무소 내외,내장산사무소 내외,시설안전 및 화재예방,시설안전 및 화재예방
1139,내장산사무소,1,금선계곡 입구,금선계곡 입구,시설안전 및 화재예방,시설안전 및 화재예방
1140,내장산사무소,1,원적계곡 입구,원적계곡 입구,시설안전 및 화재예방,시설안전 및 화재예방
1141,내장산사무소,1,케이블카 상부,케이블카 상부,시설안전 및 화재예방,시설안전 및 화재예방
1142,내장산사무소,1,동구리 탐방로 입구,동구리 탐방로 입구,시설안전 및 화재예방,시설안전 및 화재예방
1143,내장산사무소,1,대가 탐방로 입구,대가 탐방로 입구,시설안전 및 화재예방,시설안전 및 화재예방
1144,내장산사무소,6,네이처센터 내부,네이처센터 내부,시설안전 및 화재예방,시설안전 및 화재예방
1145,내장산사무소,4,야영장 일대,야영장 일대,시설안전 및 화재예방,시설안전 및 화재예방
1146,북한산사무소,3,구기분소 진입로,구기분소 주변,범죄예방,범죄예방
1147,북한산사무소,22,산성1주차장,산성1주차장,범죄예방,범죄예방
1148,북한산사무소,10,산성2주차장,산성2주차장,범죄예방,범죄예방
1149,북한산사무소,2,산성분소,산성분소,범죄예방,범죄예방
1150,북한산사무소,2,우이분소,우이분소,범죄예방,범죄예방
1151,북한산사무소,1,평창공원지킴터 약 200m 상단,20미터 이내,범죄예방,무인계도
1152,북한산사무소,1,솔고개 상장능선 입구,20미터 이내,범죄예방,무인계도
1153,북한산사무소,1,백운대피소 앞,백운대피소 앞,범죄예방,무인계도
1154,북한산사무소,1,인수대피소 뒤,인수대피소 뒤,범죄예방,무인계도
1155,북한산사무소,1,평창공원지킴터 약 300m 상단,인수야영장 하단,범죄예방,무인계도
1156,북한산사무소,1,망바위,인수봉,시설안전 및 화재예방,안전사고 예방
1157,북한산사무소,1,평창공원지킴터,평창공원지킴터 입구 100m이내,시설안전 및 화재예방,산불감시
1158,북한산사무소,1,승가공원지킴터,승가공원지킴터 입구,시설안전 및 화재예방,산불감시
1159,북한산사무소,1,대호아파트 뒤,대호아파트 뒤,시설안전 및 화재예방,산불감시
1160,북한산사무소,1,탕춘대공원지킴터,,시설안전 및 화재예방,산불감시
1161,북한산사무소,1,우이령탐방지원센터,우이령탐방로 입구,범죄예방,범죄예방 및 시설물관리
1162,북한산사무소,1,구기터널공원지킴터,구기터널공원지킴터 일원 100m이내,시설안전 및 화재예방,산불감시
1163,북한산사무소,1,비봉탐방지원센터,비봉탐방지원센터 100m이내,시설안전 및 화재예방,산불감시
1164,북한산사무소,1,용화1공원지킴터,용화1공원지킴터 일원 100m이내,시설안전 및 화재예방,산불감시
1165,북한산사무소,1,불광공원지킴터,불광공원지킴터 일원 100m이내,시설안전 및 화재예방,산불감시
1166,북한산사무소,1,정진공원지킴터,정진공원지킴터 일원 100m이내,시설안전 및 화재예방,산불감시
1167,북한산사무소,1,선림공원지킴터,선림공원지킴터 일원 100m이내,시설안전 및 화재예방,산불감시
1168,북한산사무소,1,냉골공원지킴터,냉골공원지킴터 일원 100m이내,시설안전 및 화재예방,산불감시
1169,북한산사무소,1,화계공원지킴터,화계공원지킴터 일원 100m이내,시설안전 및 화재예방,산불감시
1170,북한산사무소,1,정릉계곡입구 일원,정릉계곡입구 일원 100m이내,시설안전 및 화재예방,산불감시
1171,북한산사무소,1,(구)형제봉공원지킴터,(구)형제봉공원지킴터 일원 100m이내,시설안전 및 화재예방,산불감시
1172,북한산사무소,1,북악공원지킴터,북악공원지킴터 일원 100m이내,시설안전 및 화재예방,산불감시
1173,북한산사무소,1,밤골공원지킴터,밤골공원지킴터 일원 100m이내,시설안전 및 화재예방,산불감시
1174,북한산사무소,1,사기막공원지킴터,사기막공원지킴터 일원 100m이내,시설안전 및 화재예방,산불감시
1175,북한산사무소,1,효자비입구,효자비 일원 100m이내,시설안전 및 화재예방,산불감시
1176,북한산사무소,1,아카데미지원센터,아카데미지원센터 일원 100m이내,시설안전 및 화재예방,산불감시
1177,북한산사무소,1,운가공원지킴터,운가공원공원지킴터 일원 100m이내,시설안전 및 화재예방,산불감시
1178,북한산사무소,1,백련공원지킴터,백련공원지킴터 일원 100m이내,시설안전 및 화재예방,산불감시
1179,북한산사무소,1,도선사광장주차장,도선사광장지킴터 100m이내,시설안전 및 화재예방,산불감시
1180,북한산사무소,1,(구)우이암매표소,(구)우이암매표소 일원 100m이내,시설안전 및 화재예방,산불감시
1181,북한산사무소,1,북한산성화장실,화장실 입구,시설안전 및 화재예방,산불감시
1182,북한산사무소,1,삼천골화장실,화장실 입구,시설안전 및 화재예방,산불감시
1183,북한산사무소,1,수구문화장실,화장실 입구,시설안전 및 화재예방,산불감시
1184,북한산사무소,1,북한동화장실,화장실 입구,시설안전 및 화재예방,산불감시
1185,북한산사무소,1,구기화장실,화장실 입구,시설안전 및 화재예방,산불감시
1186,북한산사무소,1,청수화장실,화장실 입구,시설안전 및 화재예방,산불감시
1187,북한산사무소,1,빨래골화장실,화장실 입구,시설안전 및 화재예방,산불감시
1188,북한산사무소,1,범골화장실,화장실 입구,시설안전 및 화재예방,산불감시
1189,북한산사무소,1,우이둘레길화장실,화장실 입구,시설안전 및 화재예방,산불감시
1190,북한산사무소,1,우이광장화장실,화장실 입구,시설안전 및 화재예방,산불감시
1191,북한산사무소,1,산성탐방지원센터,산성탐방지원센터,범죄예방,범죄예방 및 시설물관리
1192,북한산사무소,1,삼천탐방지원센터,삼천탐방지원센터,범죄예방,범죄예방 및 시설물관리
1193,북한산사무소,1,구기탐방지원센터,구기탐방지원센터,범죄예방,범죄예방 및 시설물관리
1194,북한산사무소,1,백운탐방지원센터,백운탐방지원센터,범죄예방,범죄예방 및 시설물관리
1195,북한산사무소,1,정릉탐방지원센터,정릉탐방지원센터,범죄예방,범죄예방 및 시설물관리
1196,북한산사무소,1,칼바위공원지킴터,칼바위공원지킴터,범죄예방,범죄예방 및 시설물관리
1197,북한산사무소,1,빨래골공원지킴터,빨래골공원지킴터,범죄예방,범죄예방 및 시설물관리
1198,북한산사무소,1,수유분소,수유분소,범죄예방,범죄예방 및 시설물관리
1199,북한산사무소,1,백운탐방지원센터 화장실,백운탐방지원센터 화장실,범죄예방,범죄예방 및 시설물관리
1200,북한산사무소,1,백운대,백운대,시설안전 및 화재예방,산불감시
1201,북한산사무소,1,인수봉(고정),인수봉(고정),시설안전 및 화재예방,산불감시
1202,북한산사무소,1,인수봉(회전),인수봉(회전),시설안전 및 화재예방,산불감시
1203,북한산사무소,1,산성주차장,의상능선 ,시설안전 및 화재예방,산불감시
1204,북한산사무소,1,보현봉,보현봉 ,시설안전 및 화재예방,산불감시
